ArresteeID,outcome__rearrested_in_2020,arrests__total,charges__A,charges__B,charges__C,group,pred_logistic_no_race,pred_logistic_with_race,pred_rf_no_race,pred_rf_with_race
102201718,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
10303548,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
101754350,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101582264,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101988962,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102054531,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101796796,0,8,0,8,0,A,0.101652057,0.061817456,0.059299036,0.068023533
101895842,1,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102182469,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101593548,0,3,4,1,0,A,0.062595245,0.050005672,0,0.034052251
102110166,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101643999,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
102088953,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101558859,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
12739739,0,2,1,1,0,A,0.048930188,0.042916548,0.091972153,0.111766326
102085518,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102208313,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
10722275,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101500478,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
102022019,0,1,0,2,0,A,0.0440355,0.038320067,0.041857429,0.005704391
101826535,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101934944,0,1,0,1,1,B,0.032414941,0.034741423,0.025931555,0.031998188
45105691,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101776452,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101660853,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101762906,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102055689,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101685703,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
102207552,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101660162,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101712175,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101549058,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101941509,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101865329,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102068897,0,1,1,2,0,B,0.046427259,0.048141116,0.088138326,0.1250625
42003715,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101206829,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101955354,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101780626,0,1,1,1,1,A,0.034198116,0.029028992,0,0.000473866
101970090,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100645975,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102155871,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102056793,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102075350,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102172296,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101524738,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102145208,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102128838,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101497892,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102101977,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102310276,1,3,0,3,0,B,0.054726778,0.080508995,0.242088131,0.272494136
101399850,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102195887,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101713543,0,2,0,3,0,B,0.050035075,0.061317409,0.002625132,0.091942999
102202017,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101945589,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101863142,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100177177,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102191558,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101759015,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101695090,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101700886,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102189053,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101619462,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102149850,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100309493,0,1,0,1,1,A,0.032414941,0.028292823,0.025931555,0.00139806
10432010,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101837268,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101595009,0,2,2,1,0,B,0.051573457,0.065729248,0,0.005693433
102407424,1,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101908377,0,3,1,2,0,B,0.055557879,0.08329817,0.190179259,0.300160746
25253727,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
15459106,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
15540991,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101937495,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101776213,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101575537,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102188229,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
102222251,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101673574,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101535477,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
15436146,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
8544522,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101688504,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102270105,1,2,0,2,0,B,0.048193174,0.06193332,0.08871716,0.129719275
101982944,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102156653,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
9105019,0,2,2,1,0,B,0.051573457,0.065729248,0,0.005693433
102068176,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101885000,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101811361,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101606706,0,1,2,1,0,B,0.047138606,0.049869748,0.04980742,0.043527379
102174709,0,4,0,4,0,A,0.06208837,0.047377463,0.100355947,0.005741511
20649486,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101628011,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102002378,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101918501,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101739072,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101883879,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
12512658,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101855493,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101536011,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101492902,0,3,3,1,0,A,0.059422475,0.048764255,0.31737158,0.309968602
101786101,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101837204,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100204635,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102042190,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101853242,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101626439,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101820069,0,6,0,6,0,A,0.079654592,0.066085694,0.228686863,0.024326504
101615658,0,2,2,1,0,B,0.051573457,0.065729248,0,0.005693433
101832509,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101888572,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101928573,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101919524,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100138804,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102089123,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101955580,0,1,0,1,1,B,0.032414941,0.034741423,0.025931555,0.031998188
101580309,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101598157,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102168374,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101511005,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101615140,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102180709,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101638294,1,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101621563,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101547218,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102057833,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101893368,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102145208,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101673601,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101633514,0,1,0,2,0,B,0.0440355,0.046943701,0.041857429,0.10823212
101995941,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101435042,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101490421,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101989758,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
101863707,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102071546,1,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
102369259,1,10,3,9,0,A,0.143783967,0.076624657,1,1
101865416,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101639642,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101696020,0,2,1,1,0,A,0.048930188,0.042916548,0.091972153,0.111766326
101617819,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101679089,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102094936,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101754803,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
8004224,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101973988,0,2,0,2,0,B,0.048193174,0.06193332,0.08871716,0.129719275
8503658,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102194265,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101632192,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102189636,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102112177,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101517914,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
2856607,0,4,0,4,0,B,0.06208837,0.085871198,0.100355947,0.065362992
100867979,0,4,0,4,0,A,0.06208837,0.047377463,0.100355947,0.005741511
101962263,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101884672,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101852755,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102213254,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101355474,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101558843,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101763234,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101766609,0,1,0,2,0,A,0.0440355,0.038320067,0.041857429,0.005704391
102089166,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101792884,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101511005,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101509533,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100155255,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102166112,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102059099,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101818843,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101741538,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102079671,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101640974,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102019529,0,1,2,2,0,A,0.048942275,0.04031744,0.145308835,0.007590138
101948770,0,1,2,1,0,A,0.047138606,0.040731567,0.04980742,0.057187857
101842872,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101761362,1,2,0,2,0,B,0.048193174,0.06193332,0.08871716,0.129719275
10555713,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101605149,0,1,0,2,0,B,0.0440355,0.046943701,0.041857429,0.10823212
101619714,1,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
100491704,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101558543,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101748271,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
101982170,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101401589,0,1,2,1,0,B,0.047138606,0.049869748,0.04980742,0.043527379
102011788,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102167684,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
102646625,1,3,0,3,0,B,0.054726778,0.066147317,0.242088131,0.417513251
102016484,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101762129,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101961921,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
102033080,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101965721,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101936976,0,1,0,2,0,B,0.0440355,0.046943701,0.041857429,0.10823212
101559263,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101622815,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102446771,1,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101507435,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102109498,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101854658,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
102082568,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101576285,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102108327,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101600312,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101927960,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102135417,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101131793,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100666779,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101872087,0,1,0,1,2,B,0.024717898,0.025361051,0.024375226,0.00098157
101871476,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102186172,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
12334279,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101651761,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
10436286,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
101791254,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101990940,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101975773,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
10730931,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101925956,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101566914,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101903014,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101596731,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102067181,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101509098,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102065993,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101590017,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101815442,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102316685,1,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100775734,0,2,3,1,0,B,0.054351358,0.067371962,0,0.003372199
102182197,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101771291,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102000583,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101509429,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
10528688,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102040124,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101340447,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101589781,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101514437,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102071994,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
46005756,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101492140,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
10407543,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101129752,0,4,0,4,0,A,0.06208837,0.047377463,0.100355947,0.005741511
101506282,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100535775,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
42003578,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101947935,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
102112384,0,1,3,1,0,B,0.049690147,0.051137794,0.034409972,0.003821478
102175986,0,1,0,2,0,B,0.0440355,0.046943701,0.041857429,0.10823212
101494158,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102178698,0,1,0,2,0,A,0.0440355,0.038320067,0.041857429,0.005704391
100141942,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101669770,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101676082,0,2,6,2,0,A,0.065941539,0.048197054,0.001744186,0.007545286
101908696,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102189851,1,10,3,9,0,A,0.143783967,0.076624657,1,1
101502357,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101958398,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
102217010,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102209606,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101664766,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102623714,0,3,2,2,0,B,0.058537146,0.085339861,0.004309523,0.118204048
101910385,0,2,0,2,0,B,0.048193174,0.06193332,0.08871716,0.129719275
101872217,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100943367,0,2,1,2,0,B,0.050798754,0.063487613,0.169580848,0.203327092
101646251,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102061065,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102096533,0,2,1,3,0,B,0.052734721,0.051468167,0.002917638,0.049029975
101895842,1,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101680788,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
26193820,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101509488,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101969813,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100943422,0,3,2,2,0,B,0.058537146,0.085339861,0.004309523,0.118204048
101712213,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
101857534,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102025030,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101583022,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102035953,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102229822,1,3,0,3,0,B,0.054726778,0.080508995,0.242088131,0.272494136
101773596,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102221039,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102061072,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101684864,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101568052,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102122224,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102030864,0,1,1,1,1,B,0.034198116,0.035639228,0,0.001283563
102101845,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101609947,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101205056,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101819455,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101926754,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101791617,0,2,0,2,0,B,0.048193174,0.06193332,0.08871716,0.129719275
101690339,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101642777,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100359302,1,6,0,6,0,A,0.079654592,0.054145421,0.228686863,0.297569157
101970495,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
45037295,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101951215,0,2,0,2,0,B,0.048193174,0.06193332,0.08871716,0.129719275
101538211,0,2,0,2,0,B,0.048193174,0.06193332,0.08871716,0.129719275
102215287,0,1,2,1,0,B,0.047138606,0.049869748,0.04980742,0.043527379
102049201,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101985260,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101746390,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
11447835,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101950344,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102115241,0,1,0,2,0,A,0.0440355,0.038320067,0.041857429,0.005704391
101597159,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
10274999,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101386537,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102087286,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101983780,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101722526,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101949955,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
102060206,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102012451,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
7763435,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102087221,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102003263,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102070047,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101706796,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102116446,1,10,3,9,0,A,0.143783967,0.076624657,1,1
101562563,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102144082,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101556266,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
102037013,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
100385242,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
101575549,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102065934,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100683404,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101869371,0,1,2,2,0,B,0.048942275,0.049367492,0.145308835,0.211425261
102175986,0,1,0,2,0,B,0.0440355,0.046943701,0.041857429,0.10823212
10251702,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101696654,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102149750,0,3,4,1,0,A,0.062595245,0.050005672,0,0.034052251
101516415,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101721714,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101532054,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101783187,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101787826,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101664743,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101790340,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100629381,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101778376,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101868553,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102100494,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101528241,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
