IncidentNum,ArresteeID,age,race,sex,current_charge_violent,age_younger_than_20,pending_charge,prior_conviction,prior_violent_conviction,prior_violent_conviction_3plus,outcome__violent_rearrest,outcome__any_rearrest
073664-2019,101969354.0,19.0,Hispanic or Latino,Male,0,1,0,0,0,0,0,0
073664-2019,101969354.0,19.0,Hispanic or Latino,Male,1,1,0,0,0,0,0,0
087710-2018,101602881.0,65.0,White,Male,1,0,0,0,0,0,0,0
046426-2018,101543987.0,28.0,Middle Eastern,Male,0,0,0,0,0,0,0,0
188916-2018,101747375.0,33.0,White,Male,0,0,0,0,0,0,0,0
210140-2018,101777468.0,32.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
044260-2018,101540637.0,49.0,White,Male,0,0,0,0,0,0,0,0
253577-2018,101105392.0,29.0,Black,Male,0,0,0,0,0,0,0,0
253577-2018,101505865.0,29.0,Black,Male,0,0,0,0,0,0,0,0
253577-2018,101838075.0,29.0,Black,Male,0,0,0,0,0,0,0,0
087989-2018,101642690.0,57.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,1
087989-2018,15434054.0,57.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,1
115873-2018,101642690.0,57.0,White,Male,0,0,1,0,0,0,0,0
115873-2018,15434054.0,57.0,White,Male,0,0,1,0,0,0,0,0
084433-2019,101983689.0,47.0,Black,Male,1,0,0,0,0,0,0,0
177479-2018,101731166.0,53.0,White,Male,0,0,0,0,0,0,0,0
273267-2018,101863440.0,35.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
138369-2018,101674489.0,23.0,Black,Male,0,0,0,0,0,0,0,0
134759-2019,101319706.0,41.0,White,Female,0,0,0,0,0,0,0,0
099596-2018,101619621.0,29.0,Hispanic or Latino,Female,0,0,0,0,0,0,0,0
260309-2018,101847016.0,67.0,Black,Male,1,0,0,0,0,0,0,0
188930-2018,101747395.0,35.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
083120-2019,101441448.0,34.0,Black,Male,1,0,0,0,0,0,0,0
083120-2019,101441448.0,34.0,Black,Male,1,0,0,0,0,0,0,0
146823-2019,13230525.0,,Black,Male,1,0,0,0,0,0,0,0
146823-2019,13230525.0,,Black,Male,1,0,0,0,0,0,0,0
146823-2019,13230525.0,,Black,Male,0,0,0,0,0,0,0,0
146823-2019,13230525.0,,Black,Male,1,0,0,0,0,0,0,0
203854-2019,102144949.0,26.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
203854-2019,102144949.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
203854-2019,102144949.0,26.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
070764-2018,101579023.0,28.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
240389-2018,10429751.0,,Black,Male,1,0,0,1,1,0,1,1
240389-2018,10429751.0,,Black,Male,1,0,0,1,1,0,1,1
240389-2018,10429751.0,,Black,Male,1,0,0,1,1,0,1,1
240389-2018,10429751.0,,Black,Male,0,0,0,1,1,0,1,1
089701-2018,10429751.0,,Black,Male,1,0,0,0,0,0,1,1
061766-2019,10429751.0,,Black,Male,1,0,0,1,1,0,0,0
013539-2019,101847461.0,40.0,Black,Male,0,0,1,0,0,0,0,0
273084-2018,101847461.0,,Black,Male,0,0,1,0,0,0,0,1
273084-2018,101847461.0,,Black,Male,0,0,1,0,0,0,0,1
269749-2018,101847461.0,40.0,Black,Male,0,0,0,0,0,0,0,1
017587-2019,100881541.0,28.0,White,Male,0,0,0,0,0,0,1,1
194691-2019,100881541.0,26.0,White,Male,1,0,0,1,0,0,1,1
209686-2019,100881541.0,26.0,White,Male,0,0,1,1,1,0,0,0
209686-2019,100881541.0,26.0,White,Male,1,0,1,1,1,0,0,0
077479-2018,101588337.0,49.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
141608-2018,15477073.0,29.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
141608-2018,15477073.0,29.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
125287-2019,102037894.0,32.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
125287-2019,102037894.0,32.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
146245-2019,101978346.0,39.0,White,Female,1,0,0,0,0,0,0,0
146245-2019,101978346.0,39.0,White,Female,1,0,0,0,0,0,0,0
211358-2018,101779138.0,18.0,White,Male,0,1,0,0,0,0,1,1
132839-2019,101779138.0,18.0,White,Male,0,1,0,1,0,0,0,0
132839-2019,101779138.0,18.0,White,Male,1,1,0,1,0,0,0,0
103768-2018,9335255.0,,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
103768-2018,9335255.0,,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
142380-2018,101680459.0,45.0,Black,Male,0,0,0,0,0,0,0,0
222010-2019,101119078.0,19.0,Black,Male,1,1,0,0,0,0,0,0
148287-2018,101688767.0,41.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
041908-2018,101536280.0,35.0,Black,Male,0,0,0,0,0,0,0,0
152039-2018,101694672.0,39.0,Black,Male,1,0,0,0,0,0,0,0
152039-2018,101694672.0,39.0,Black,Male,0,0,0,0,0,0,0,0
113425-2019,102022295.0,24.0,Black,Male,1,0,0,0,0,0,0,0
086746-2018,101601645.0,51.0,White,Male,1,0,0,0,0,0,0,0
217206-2018,101362418.0,46.0,Black,Male,0,0,0,0,0,0,0,0
160332-2019,100313680.0,49.0,Black,Male,1,0,0,0,0,0,0,0
209824-2018,101776987.0,26.0,Black,Female,1,0,0,0,0,0,0,0
270193-2018,101859737.0,46.0,Black,Female,0,0,1,0,0,0,0,0
248596-2018,101831589.0,39.0,White,Male,1,0,0,0,0,0,0,0
053762-2019,101942375.0,51.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
053762-2019,101942375.0,51.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
026205-2018,101517122.0,31.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
211523-2018,100013746.0,20.0,Hispanic or Latino,Male,1,1,0,0,0,0,0,0
154830-2018,101698558.0,31.0,Black,Male,1,0,0,0,0,0,0,0
154830-2018,101698558.0,31.0,Black,Male,1,0,0,0,0,0,0,0
247916-2018,101761099.0,50.0,Black,Male,1,0,1,1,1,0,0,0
247916-2018,101560326.0,50.0,Black,Male,1,0,1,1,1,0,0,0
198570-2018,101761099.0,50.0,Black,Male,1,0,0,1,1,0,1,1
198570-2018,101560326.0,50.0,Black,Male,1,0,0,1,1,0,1,1
057710-2018,101761099.0,50.0,Black,Male,1,0,0,0,0,0,1,1
057710-2018,101761099.0,50.0,Black,Male,1,0,0,0,0,0,1,1
057710-2018,101560326.0,50.0,Black,Male,1,0,0,0,0,0,1,1
057710-2018,101560326.0,50.0,Black,Male,1,0,0,0,0,0,1,1
129023-2018,101661431.0,25.0,Hispanic or Latino,Female,1,0,1,0,0,0,0,1
074430-2018,102099705.0,34.0,Black,Male,0,0,0,0,0,0,0,0
074430-2018,101584181.0,34.0,Black,Male,0,0,0,0,0,0,0,0
170057-2019,102099705.0,35.0,Black,Male,1,0,0,1,0,0,0,0
170057-2019,102099705.0,35.0,Black,Male,1,0,0,1,0,0,0,0
170057-2019,101584181.0,35.0,Black,Male,1,0,0,1,0,0,0,0
170057-2019,101584181.0,35.0,Black,Male,1,0,0,1,0,0,0,0
072186-2018,101475831.0,38.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
143494-2018,101681966.0,40.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
069215-2018,5411518.0,,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
179532-2018,101733823.0,26.0,Asian,Female,1,0,0,0,0,0,0,0
236757-2018,101816186.0,47.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
236757-2018,101816186.0,47.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
236757-2018,101816186.0,47.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
222829-2018,100674089.0,33.0,White,Male,1,0,0,0,0,0,0,0
148747-2018,10706390.0,,White,Female,0,0,0,0,0,0,0,0
019497-2018,101508355.0,42.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
019497-2018,101461571.0,42.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
097151-2018,101616222.0,47.0,White,Male,1,0,0,0,0,0,0,0
024204-2018,101514450.0,24.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
227809-2019,102177076.0,24.0,Black,Male,1,0,0,0,0,0,0,0
023568-2018,101525813.0,32.0,Black,Male,1,0,0,0,0,0,0,0
025291-2019,101905940.0,23.0,Black,Male,1,0,0,0,0,0,0,0
029169-2018,101520186.0,32.0,White,Male,0,0,0,0,0,0,0,0
069591-2018,101224507.0,21.0,White,Male,0,0,0,0,0,0,0,1
069591-2018,101776941.0,21.0,White,Male,0,0,0,0,0,0,0,1
069591-2018,100803873.0,21.0,White,Male,0,0,0,0,0,0,0,1
209825-2018,101224507.0,23.0,White,Male,0,0,0,1,0,0,0,0
209825-2018,101776941.0,23.0,White,Male,0,0,0,1,0,0,0,0
209825-2018,100803873.0,23.0,White,Male,0,0,0,1,0,0,0,0
081667-2018,101224507.0,23.0,White,Male,0,0,1,0,0,0,0,1
081667-2018,101776941.0,23.0,White,Male,0,0,1,0,0,0,0,1
081667-2018,100803873.0,23.0,White,Male,0,0,1,0,0,0,0,1
062425-2019,101954217.0,40.0,Black,Male,0,0,0,0,0,0,0,1
063308-2019,101954217.0,40.0,Black,Male,0,0,1,0,0,0,0,0
231211-2018,101807872.0,24.0,White,Female,0,0,0,0,0,0,0,0
272942-2018,100874456.0,30.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
295672-2017,101483786.0,23.0,Black,Male,1,0,0,0,0,0,0,0
225363-2018,101799322.0,24.0,Black,Male,0,0,0,0,0,0,0,0
225363-2018,101799322.0,24.0,Black,Male,1,0,0,0,0,0,0,0
230629-2018,101255711.0,29.0,Black,Male,0,0,0,0,0,0,1,1
230629-2018,101824453.0,29.0,Black,Male,0,0,0,0,0,0,1,1
243080-2018,101255711.0,30.0,Black,Male,0,0,1,0,0,0,1,1
243080-2018,101255711.0,30.0,Black,Male,0,0,1,0,0,0,1,1
243080-2018,101824453.0,30.0,Black,Male,0,0,1,0,0,0,1,1
243080-2018,101824453.0,30.0,Black,Male,0,0,1,0,0,0,1,1
098776-2019,101255711.0,,Black,Male,1,0,0,1,0,0,0,0
098776-2019,101824453.0,,Black,Male,1,0,0,1,0,0,0,0
171939-2019,101766011.0,27.0,Hispanic or Latino,Female,1,0,0,0,0,0,0,0
183885-2018,101740135.0,51.0,Black,Male,1,0,0,0,0,0,0,0
106090-2018,101628211.0,40.0,White,Male,1,0,0,0,0,0,0,0
106090-2018,101628211.0,40.0,White,Male,1,0,0,0,0,0,0,0
230022-2018,101806232.0,22.0,White,Male,0,0,0,0,0,0,0,0
147533-2018,101687548.0,21.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
147533-2018,101687548.0,21.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
062684-2019,10643955.0,,Black,Male,0,0,0,0,0,0,0,0
062684-2019,102357952.0,,Black,Male,0,0,0,0,0,0,0,0
179768-2018,101734023.0,24.0,White,Male,0,0,0,0,0,0,0,0
076881-2018,101587715.0,24.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
112853-2018,101654726.0,30.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
112853-2018,101654726.0,30.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
273975-2018,101864202.0,67.0,Black,Female,1,0,0,0,0,0,0,0
139406-2019,102057966.0,25.0,White,Female,0,0,0,0,0,0,0,0
139406-2019,102057966.0,25.0,White,Female,1,0,0,0,0,0,0,0
248356-2018,101831248.0,30.0,Black,Male,0,0,0,0,0,0,0,0
177563-2018,101966336.0,52.0,Black,Male,1,0,0,0,0,0,1,1
177563-2018,101731303.0,52.0,Black,Male,1,0,0,0,0,0,1,1
070725-2019,101966336.0,53.0,Black,Male,1,0,0,1,1,0,0,0
070725-2019,101966336.0,53.0,Black,Male,1,0,0,1,1,0,0,0
070725-2019,101731303.0,53.0,Black,Male,1,0,0,1,1,0,0,0
070725-2019,101731303.0,53.0,Black,Male,1,0,0,1,1,0,0,0
172737-2018,100711774.0,20.0,Black,Male,0,1,0,0,0,0,0,1
202179-2018,100711774.0,21.0,Black,Male,0,0,1,0,0,0,0,0
141887-2018,101679867.0,20.0,Hispanic or Latino,Male,0,1,0,0,0,0,0,0
141887-2018,101679867.0,20.0,Hispanic or Latino,Male,1,1,0,0,0,0,0,0
139558-2018,101676538.0,19.0,Hispanic or Latino,Male,0,1,0,0,0,0,0,1
144943-2018,101676538.0,19.0,Hispanic or Latino,Male,0,1,1,0,0,0,0,0
262636-2018,101849751.0,58.0,White,Male,0,0,0,0,0,0,0,0
045947-2019,101932047.0,31.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
177421-2018,101731087.0,19.0,White,Male,0,1,0,0,0,0,0,0
203669-2019,102144669.0,43.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
203669-2019,102144669.0,43.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
172396-2019,102102911.0,24.0,Hispanic or Latino,Female,1,0,0,0,0,0,0,0
172396-2019,102102911.0,24.0,Hispanic or Latino,Female,1,0,0,0,0,0,0,0
244694-2018,101879818.0,34.0,Hispanic or Latino,Female,1,0,0,0,0,0,1,1
244694-2018,101828112.0,34.0,Hispanic or Latino,Female,1,0,0,0,0,0,1,1
005784-2019,101879818.0,34.0,Hispanic or Latino,Female,1,0,1,0,1,0,0,0
005784-2019,101828112.0,34.0,Hispanic or Latino,Female,1,0,1,0,1,0,0,0
014800-2018,101502190.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
184543-2018,101741095.0,54.0,Black,Female,0,0,0,0,0,0,0,0
249051-2018,101832098.0,50.0,White,Male,0,0,0,0,0,0,0,0
190481-2018,101750263.0,50.0,White,Female,1,0,0,0,0,0,0,0
190481-2018,101750263.0,50.0,White,Female,1,0,0,0,0,0,0,0
205241-2019,102084225.0,25.0,Black,Male,1,0,0,0,0,0,0,0
205241-2019,102084225.0,25.0,Black,Male,1,0,0,0,0,0,0,0
191250-2018,101750883.0,47.0,Black,Female,0,0,0,0,0,0,0,0
127259-2018,101654239.0,36.0,Black,Male,1,0,1,0,0,0,0,0
127259-2018,101654239.0,36.0,Black,Male,1,0,1,0,0,0,0,0
127259-2018,101659003.0,36.0,Black,Male,1,0,1,0,0,0,0,0
127259-2018,101659003.0,36.0,Black,Male,1,0,1,0,0,0,0,0
124107-2018,101654239.0,36.0,Hispanic or Latino,Male,0,0,0,0,0,0,1,1
124107-2018,101659003.0,36.0,Hispanic or Latino,Male,0,0,0,0,0,0,1,1
008902-2018,101495011.0,43.0,Black,Female,0,0,0,0,0,0,0,0
095415-2018,101613596.0,57.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
086465-2019,101986455.0,29.0,Black,Male,1,0,0,0,0,0,0,0
086465-2019,101986455.0,29.0,Black,Male,1,0,0,0,0,0,0,0
086465-2019,101986455.0,29.0,Black,Male,1,0,0,0,0,0,0,0
110227-2019,102017930.0,27.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
114100-2019,102023084.0,41.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
114100-2019,102023084.0,41.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
000095-2018,100528168.0,24.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
017370-2018,101505816.0,36.0,Black,Male,1,0,0,0,0,0,0,0
115060-2018,101641508.0,42.0,Black,Male,1,0,0,0,0,0,0,0
037525-2019,100576791.0,54.0,Black,Male,0,0,0,0,0,0,0,0
120703-2018,101649409.0,57.0,Black,Male,0,0,0,0,0,0,0,0
067064-2018,101573596.0,40.0,Black,Female,0,0,0,0,0,0,0,0
083489-2018,100009834.0,,Black,Male,0,0,1,1,1,0,0,0
083489-2018,3970054.0,,Black,Male,0,0,1,1,1,0,0,0
001949-2018,100009834.0,34.0,Black,Male,1,0,0,0,0,0,0,1
001949-2018,100009834.0,34.0,Black,Male,1,0,0,0,0,0,0,1
001949-2018,100009834.0,34.0,Black,Male,0,0,0,0,0,0,0,1
001949-2018,3970054.0,34.0,Black,Male,1,0,0,0,0,0,0,1
001949-2018,3970054.0,34.0,Black,Male,1,0,0,0,0,0,0,1
001949-2018,3970054.0,34.0,Black,Male,0,0,0,0,0,0,0,1
081015-2018,100009834.0,,Black,Male,0,0,0,1,1,0,0,1
081015-2018,3970054.0,,Black,Male,0,0,0,1,1,0,0,1
086279-2018,101601071.0,54.0,White,Male,1,0,0,0,0,0,0,0
043814-2018,101539866.0,43.0,Hispanic or Latino,Female,0,0,0,0,0,0,0,0
253461-2018,101837990.0,37.0,Hispanic or Latino,Female,1,0,0,0,0,0,0,0
192653-2019,102053133.0,,Hispanic or Latino,Male,0,0,1,0,0,0,0,0
192653-2019,102053133.0,,Hispanic or Latino,Male,0,0,1,0,0,0,0,0
136361-2019,102053133.0,,Hispanic or Latino,Male,0,0,0,0,0,0,0,1
205962-2018,101771384.0,35.0,Black,Female,0,0,0,0,0,0,0,0
029942-2018,101358217.0,52.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
150339-2018,10561291.0,63.0,Black,Male,0,0,0,0,0,0,0,0
105803-2018,101627772.0,56.0,White,Male,0,0,1,0,0,0,0,1
105803-2018,101643943.0,56.0,White,Male,0,0,1,0,0,0,0,1
105803-2018,101622180.0,56.0,White,Male,0,0,1,0,0,0,0,1
101150-2018,101627772.0,56.0,White,Male,0,0,0,0,0,0,0,1
101150-2018,101643943.0,56.0,White,Male,0,0,0,0,0,0,0,1
101150-2018,101622180.0,56.0,White,Male,0,0,0,0,0,0,0,1
101653-2018,101627772.0,56.0,White,Male,0,0,1,0,0,0,0,1
101653-2018,101643943.0,56.0,White,Male,0,0,1,0,0,0,0,1
101653-2018,101622180.0,56.0,White,Male,0,0,1,0,0,0,0,1
116908-2018,101627772.0,56.0,White,Male,0,0,1,0,0,0,0,1
116908-2018,101643943.0,56.0,White,Male,0,0,1,0,0,0,0,1
116908-2018,101622180.0,56.0,White,Male,0,0,1,0,0,0,0,1
274235-2018,12247924.0,,White,Male,1,0,0,0,0,0,0,0
090424-2018,101402651.0,46.0,White,Male,0,0,0,0,0,0,1,1
090424-2018,100799980.0,46.0,White,Male,0,0,0,0,0,0,1,1
247449-2018,101402651.0,45.0,White,Male,1,0,0,1,0,0,0,0
247449-2018,100799980.0,45.0,White,Male,1,0,0,1,0,0,0,0
239941-2018,101340447.0,21.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
031995-2018,101538192.0,44.0,Black,Male,0,0,0,0,0,0,0,0
063336-2019,101955584.0,38.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
220754-2018,101792913.0,39.0,Asian,Male,0,0,0,0,0,0,0,0
066921-2019,101960591.0,28.0,Black,Female,0,0,0,0,0,0,0,0
199349-2018,101762134.0,43.0,Black,Male,1,0,0,0,0,0,0,0
171841-2019,102102259.0,36.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
229201-2018,101805133.0,50.0,Black,Male,0,0,0,0,0,0,0,0
163411-2018,12940814.0,,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
146769-2019,101296320.0,30.0,White,Male,0,0,0,0,0,0,0,0
024173-2018,101514480.0,38.0,Black,Male,1,0,0,0,0,0,0,0
008877-2018,101494896.0,50.0,Black,Male,1,0,0,0,0,0,0,0
008877-2018,101494896.0,50.0,Black,Male,1,0,0,0,0,0,0,0
012526-2018,10579852.0,,Black,Female,1,0,0,0,0,0,0,0
214431-2018,101783794.0,34.0,White,Male,0,0,0,0,0,0,0,0
149923-2018,101691131.0,34.0,Black,Male,0,0,0,0,0,0,0,0
004602-2018,101489328.0,33.0,White,Male,0,0,0,0,0,0,0,0
181022-2019,10072365.0,,Black,Male,1,0,0,0,0,0,0,0
181022-2019,10072365.0,,Black,Male,1,0,0,0,0,0,0,0
181022-2019,10072365.0,,Black,Male,1,0,0,0,0,0,0,0
183873-2018,101740076.0,29.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
183873-2018,101740076.0,29.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
188207-2019,101627824.0,27.0,Hispanic or Latino,Male,1,0,0,1,1,0,0,0
006864-2019,101627824.0,27.0,Hispanic or Latino,Male,0,0,0,0,0,0,1,1
006864-2019,101627824.0,27.0,Hispanic or Latino,Male,1,0,0,0,0,0,1,1
197919-2019,102136407.0,42.0,Black,Male,1,0,0,0,0,0,0,0
000004-2019,100074241.0,36.0,Black,Female,0,0,0,0,0,0,0,0
218090-2018,101789053.0,37.0,Hispanic or Latino,Male,0,0,1,0,0,0,0,0
218090-2018,101745922.0,37.0,Hispanic or Latino,Male,0,0,1,0,0,0,0,0
218090-2018,101760119.0,37.0,Hispanic or Latino,Male,0,0,1,0,0,0,0,0
197951-2018,101789053.0,37.0,White,Male,0,0,0,0,0,0,0,1
197951-2018,101745922.0,37.0,White,Male,0,0,0,0,0,0,0,1
197951-2018,101760119.0,37.0,White,Male,0,0,0,0,0,0,0,1
029925-2018,100973978.0,,Black,Male,1,0,0,0,0,0,0,0
029925-2018,100973978.0,,Black,Male,1,0,0,0,0,0,0,0
029925-2018,100973978.0,,Black,Male,1,0,0,0,0,0,0,0
029925-2018,100973978.0,,Black,Male,1,0,0,0,0,0,0,0
029925-2018,100973978.0,,Black,Male,1,0,0,0,0,0,0,0
234800-2018,101813248.0,28.0,Hispanic or Latino,Female,0,0,0,0,0,0,0,0
034416-2019,101917487.0,19.0,Black,Male,0,1,0,0,0,0,0,0
034416-2019,101917487.0,19.0,Black,Male,0,1,0,0,0,0,0,0
034416-2019,101917487.0,19.0,Black,Male,0,1,0,0,0,0,0,0
034416-2019,101917487.0,19.0,Black,Male,0,1,0,0,0,0,0,0
135326-2018,101670466.0,45.0,Black,Female,0,0,0,0,0,0,0,0
218419-2018,101822196.0,37.0,White,Female,1,0,0,0,0,0,0,0
133355-2019,100053257.0,46.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
040409-2019,101924942.0,34.0,Black,Male,1,0,0,0,0,0,0,0
156170-2019,101735750.0,21.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
094012-2019,101304096.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
244139-2019,102199257.0,35.0,Black,Male,1,0,0,0,0,0,0,0
152378-2019,102076322.0,26.0,Black,Male,1,0,0,0,0,0,0,0
152378-2019,102076322.0,26.0,Black,Male,1,0,0,0,0,0,0,0
025715-2018,101516129.0,40.0,Black,Male,0,0,0,0,0,0,0,0
239998-2018,101820403.0,25.0,White,Male,0,0,0,0,0,0,0,0
018114-2018,101501635.0,21.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
019220-2019,101501635.0,21.0,Hispanic or Latino,Male,1,0,0,1,0,0,0,0
019220-2019,101501635.0,21.0,Hispanic or Latino,Male,1,0,0,1,0,0,0,0
178123-2019,101141170.0,21.0,Black,Male,0,0,1,0,1,0,0,0
178123-2019,101141170.0,21.0,Black,Male,0,0,1,0,1,0,0,0
178123-2019,101036280.0,21.0,Black,Male,0,0,1,0,1,0,0,0
178123-2019,101036280.0,21.0,Black,Male,0,0,1,0,1,0,0,0
126552-2019,101141170.0,18.0,Black,Male,1,1,0,0,0,0,0,1
126552-2019,101141170.0,18.0,Black,Male,0,1,0,0,0,0,0,1
126552-2019,101141170.0,18.0,Black,Male,0,1,0,0,0,0,0,1
126552-2019,101141170.0,18.0,Black,Male,1,1,0,0,0,0,0,1
126552-2019,101036280.0,18.0,Black,Male,1,1,0,0,0,0,0,1
126552-2019,101036280.0,18.0,Black,Male,0,1,0,0,0,0,0,1
126552-2019,101036280.0,18.0,Black,Male,0,1,0,0,0,0,0,1
126552-2019,101036280.0,18.0,Black,Male,1,1,0,0,0,0,0,1
258906-2019,102218837.0,19.0,White,Male,0,1,0,0,0,0,0,0
112918-2019,102021670.0,24.0,Black,Male,1,0,0,0,0,0,0,0
209671-2018,101632661.0,27.0,Black,Male,1,0,0,0,0,0,0,0
128816-2019,102042932.0,46.0,Black,Female,1,0,0,0,0,0,0,0
128816-2019,102042932.0,46.0,Black,Female,1,0,0,0,0,0,0,0
128816-2019,102042932.0,46.0,Black,Female,0,0,0,0,0,0,0,0
128816-2019,102042932.0,46.0,Black,Female,0,0,0,0,0,0,0,0
018771-2018,101507376.0,25.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
018771-2018,101507376.0,25.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
058912-2019,101949508.0,28.0,White,Male,0,0,0,0,0,0,0,0
265696-2018,101582776.0,,Hispanic or Latino,Female,0,0,0,0,0,0,0,0
043910-2019,100943506.0,65.0,Black,Male,1,0,0,0,0,0,0,0
043910-2019,100943506.0,65.0,Black,Male,1,0,0,0,0,0,0,0
043910-2019,100943506.0,65.0,Black,Male,0,0,0,0,0,0,0,0
043910-2019,100943506.0,65.0,Black,Male,1,0,0,0,0,0,0,0
248160-2019,25245200.0,38.0,White,Male,1,0,0,0,0,0,0,0
248160-2019,25245200.0,38.0,White,Male,0,0,0,0,0,0,0,0
074217-2018,101583911.0,21.0,Black,Male,0,0,1,0,0,0,0,1
074217-2018,101560360.0,21.0,Black,Male,0,0,1,0,0,0,0,1
057757-2018,101583911.0,21.0,Black,Male,0,0,0,0,0,0,0,1
057757-2018,101560360.0,21.0,Black,Male,0,0,0,0,0,0,0,1
141102-2019,101623787.0,31.0,Black,Male,0,0,1,0,1,0,0,0
092013-2019,101623787.0,31.0,Black,Male,1,0,0,0,0,0,0,1
057945-2019,101948155.0,29.0,Black,Female,1,0,0,0,0,0,0,0
029983-2018,101521383.0,33.0,Black,Male,0,0,0,0,0,0,0,0
227544-2018,7558044.0,60.0,Black,Male,1,0,0,0,0,0,0,0
250989-2018,101756319.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
250989-2018,101756319.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
250989-2018,101756319.0,26.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
250989-2018,101756319.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
101187-2018,101621483.0,36.0,White,Male,0,0,0,0,0,0,0,0
170658-2018,100729318.0,56.0,Black,Male,0,0,0,0,0,0,0,1
170658-2018,100816252.0,56.0,Black,Male,0,0,0,0,0,0,0,1
241014-2018,100729318.0,54.0,Black,Male,0,0,0,1,0,0,0,0
241014-2018,100816252.0,54.0,Black,Male,0,0,0,1,0,0,0,0
177906-2018,15290862.0,39.0,White,Female,0,0,1,0,0,0,0,0
176182-2018,15290862.0,41.0,White,Female,0,0,0,0,0,0,0,1
123762-2019,102035953.0,29.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
123762-2019,102035953.0,29.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
111007-2018,101411873.0,38.0,Black,Male,0,0,0,0,0,0,0,0
111007-2018,101194139.0,38.0,Black,Male,0,0,0,0,0,0,0,0
111007-2018,101409040.0,38.0,Black,Male,0,0,0,0,0,0,0,0
111007-2018,101635867.0,38.0,Black,Male,0,0,0,0,0,0,0,0
111007-2018,101090139.0,38.0,Black,Male,0,0,0,0,0,0,0,0
229270-2018,101805489.0,39.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
001326-2018,101485092.0,36.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
