id,age,race,v_decile_score,v_score_text,is_violent_recid,two_year_recid
231,20,African-American,8,High,0,0
232,26,Caucasian,3,Low,0,0
236,63,Hispanic,1,Low,0,0
238,32,African-American,9,High,1,1
239,29,Hispanic,4,Low,0,0
243,39,Caucasian,4,Low,0,0
245,30,African-American,8,High,0,0
246,48,Caucasian,1,Low,0,0
248,22,African-American,4,Low,0,0
252,31,Caucasian,4,Low,0,0
257,23,Hispanic,5,Medium,0,0
258,32,African-American,3,Low,0,0
259,52,Hispanic,1,Low,0,0
260,62,African-American,1,Low,0,0
265,28,African-American,6,Medium,1,1
266,54,Hispanic,1,Low,0,0
267,58,Hispanic,1,Low,0,0
269,56,Caucasian,1,Low,0,0
271,24,Other,4,Low,0,0
279,57,Hispanic,1,Low,0,0
281,66,African-American,1,Low,1,0
287,37,African-American,8,High,1,1
291,45,Caucasian,4,Low,0,0
293,23,African-American,4,Low,1,1
294,34,African-American,1,Low,0,0
297,23,African-American,4,Low,0,0
299,50,Caucasian,1,Low,0,0
300,37,Caucasian,1,Low,0,0
301,44,Caucasian,4,Low,0,0
308,27,African-American,3,Low,0,0
310,28,African-American,6,Medium,0,0
315,38,African-American,1,Low,0,0
317,28,African-American,7,Medium,0,0
320,38,African-American,3,Low,0,0
321,28,African-American,4,Low,0,0
326,51,Caucasian,1,Low,1,1
327,51,Caucasian,2,Low,0,0
330,48,African-American,1,Low,0,0
332,30,African-American,4,Low,0,0
333,41,African-American,3,Low,0,0
335,37,African-American,1,Low,1,0
337,54,African-American,9,High,0,0
338,23,African-American,5,Medium,0,0
344,41,African-American,1,Low,0,0
345,52,Caucasian,1,Low,0,0
348,52,African-American,3,Low,0,0
349,28,Caucasian,2,Low,0,0
350,30,African-American,4,Low,1,1
351,28,Caucasian,3,Low,0,0
354,22,African-American,6,Medium,0,0
355,30,African-American,2,Low,0,0
356,25,Hispanic,4,Low,0,0
359,32,African-American,8,High,0,0
361,53,Caucasian,1,Low,0,0
364,25,African-American,4,Low,0,0
369,37,Other,1,Low,0,0
372,40,Other,1,Low,0,0
379,31,Hispanic,2,Low,0,0
383,24,Hispanic,7,Medium,0,0
384,29,African-American,3,Low,0,0
385,20,African-American,7,Medium,1,1
389,39,Other,1,Low,0,0
390,27,African-American,4,Low,0,0
393,37,African-American,1,Low,0,0
396,20,African-American,6,Medium,0,0
398,22,Hispanic,6,Medium,0,0
399,52,African-American,1,Low,0,0
402,48,African-American,3,Low,0,0
404,25,Caucasian,4,Low,0,0
405,27,Caucasian,7,Medium,1,1
408,22,Caucasian,4,Low,0,0
411,41,African-American,1,Low,0,0
414,25,Other,3,Low,0,0
417,43,African-American,1,Low,0,0
423,37,Caucasian,1,Low,0,0
425,70,Caucasian,1,Low,0,0
428,46,Caucasian,2,Low,0,0
430,26,African-American,6,Medium,1,1
432,34,Caucasian,4,Low,0,0
435,34,African-American,4,Low,0,0
441,24,Other,5,Medium,0,0
445,58,Caucasian,1,Low,0,0
446,21,African-American,7,Medium,0,0
452,62,Caucasian,1,Low,0,0
456,37,Caucasian,1,Low,0,0
459,32,African-American,1,Low,0,0
461,23,Hispanic,5,Medium,0,0
462,27,African-American,2,Low,0,0
465,42,Caucasian,1,Low,0,0
467,24,Other,10,High,1,1
468,27,African-American,3,Low,0,0
474,51,Caucasian,1,Low,0,0
475,56,Caucasian,1,Low,0,0
478,29,African-American,6,Medium,0,0
484,27,Caucasian,3,Low,0,0
485,24,African-American,9,High,1,1
489,28,Caucasian,4,Low,1,1
494,21,Hispanic,6,Medium,0,0
495,36,African-American,5,Medium,0,0
497,23,Hispanic,4,Low,0,0
499,28,Caucasian,3,Low,0,0
501,36,Caucasian,3,Low,0,0
502,24,African-American,4,Low,0,0
505,29,African-American,2,Low,0,0
509,30,Caucasian,2,Low,0,0
510,51,Hispanic,1,Low,0,0
516,32,African-American,7,Medium,1,1
517,23,African-American,5,Medium,0,0
518,47,African-American,2,Low,0,0
522,37,Caucasian,1,Low,0,0
524,27,Hispanic,6,Medium,0,0
525,39,Other,1,Low,0,0
526,21,Caucasian,8,High,0,0
527,69,Caucasian,1,Low,0,0
530,21,Caucasian,6,Medium,0,0
532,22,Caucasian,5,Medium,0,0
537,49,African-American,4,Low,0,0
538,29,African-American,3,Low,0,0
540,60,Caucasian,1,Low,0,0
545,20,Other,7,Medium,0,0
546,36,Hispanic,2,Low,0,0
547,30,Caucasian,3,Low,0,0
548,21,African-American,6,Medium,0,0
561,34,Caucasian,1,Low,0,0
567,53,Caucasian,1,Low,0,0
569,24,African-American,4,Low,0,0
572,42,African-American,1,Low,0,0
573,28,African-American,3,Low,0,0
579,22,African-American,9,High,1,1
580,21,Caucasian,8,High,0,0
584,35,African-American,5,Medium,0,0
586,53,African-American,1,Low,0,0
588,29,African-American,3,Low,0,0
590,48,Caucasian,5,Medium,1,1
594,52,Caucasian,1,Low,0,0
598,28,African-American,6,Medium,0,0
599,33,Caucasian,1,Low,0,0
600,28,Hispanic,2,Low,0,0
603,29,African-American,5,Medium,0,0
608,25,Caucasian,3,Low,0,0
611,56,African-American,3,Low,0,0
612,27,African-American,8,High,1,1
616,32,African-American,2,Low,0,0
617,60,Other,1,Low,0,0
621,23,Hispanic,4,Low,0,0
622,39,Caucasian,2,Low,0,0
623,56,Caucasian,1,Low,0,0
624,22,African-American,8,High,0,0
627,53,African-American,3,Low,0,0
629,21,Hispanic,6,Medium,0,0
630,22,Caucasian,5,Medium,0,0
633,58,Caucasian,1,Low,0,0
639,42,Other,1,Low,0,0
641,29,Caucasian,4,Low,1,1
645,22,African-American,6,Medium,0,0
647,37,Caucasian,3,Low,0,0
649,27,Caucasian,1,Low,0,0
651,26,African-American,3,Low,0,0
654,33,Caucasian,2,Low,0,0
656,29,African-American,3,Low,0,0
660,36,Caucasian,1,Low,0,0
662,24,Caucasian,5,Medium,0,0
664,34,Caucasian,1,Low,0,0
668,25,Hispanic,3,Low,1,1
674,24,African-American,4,Low,1,1
675,61,Caucasian,1,Low,0,0
678,50,African-American,1,Low,0,0
679,30,African-American,2,Low,0,0
680,38,African-American,2,Low,0,0
681,24,Caucasian,2,Low,0,0
687,20,Other,6,Medium,1,1
688,27,African-American,9,High,1,1
694,28,Caucasian,3,Low,1,1
700,26,African-American,6,Medium,1,1
701,28,African-American,10,High,0,0
703,63,Caucasian,1,Low,0,0
704,42,African-American,1,Low,0,0
707,23,African-American,6,Medium,1,0
712,54,African-American,1,Low,0,0
716,35,African-American,2,Low,0,0
718,20,African-American,10,High,1,1
720,51,Caucasian,1,Low,0,0
721,24,Hispanic,7,Medium,0,0
722,37,Caucasian,1,Low,0,0
724,47,Caucasian,1,Low,0,0
727,56,Caucasian,1,Low,0,0
730,35,Asian,4,Low,0,0
731,58,Hispanic,1,Low,0,0
732,29,Hispanic,2,Low,0,0
737,24,Caucasian,4,Low,1,1
738,21,Caucasian,9,High,1,1
743,26,African-American,3,Low,0,0
745,30,Caucasian,2,Low,0,0
752,29,Caucasian,4,Low,1,1
753,54,African-American,1,Low,0,0
754,29,African-American,4,Low,1,1
756,59,Caucasian,1,Low,0,0
757,38,African-American,1,Low,0,0
764,52,Hispanic,1,Low,0,0
769,27,Caucasian,4,Low,0,0
770,51,Caucasian,1,Low,0,0
771,35,Caucasian,3,Low,0,0
775,52,Caucasian,2,Low,0,0
781,48,Other,4,Low,0,0
785,26,African-American,2,Low,0,0
786,48,Caucasian,1,Low,0,0
787,30,Hispanic,5,Medium,0,0
788,28,Other,2,Low,0,0
789,33,African-American,3,Low,0,0
790,34,African-American,2,Low,0,0
792,25,Other,2,Low,0,0
796,24,Caucasian,3,Low,0,0
803,52,African-American,3,Low,0,0
806,24,Caucasian,3,Low,0,0
807,23,Caucasian,6,Medium,0,0
808,27,Caucasian,3,Low,0,0
812,31,African-American,1,Low,0,0
814,32,Caucasian,2,Low,1,1
817,37,Other,1,Low,0,0
818,25,Caucasian,4,Low,0,0
820,32,Hispanic,7,Medium,0,0
821,35,African-American,2,Low,0,0
825,24,Caucasian,8,High,1,1
831,47,Caucasian,1,Low,0,0
838,44,African-American,1,Low,0,0
841,23,Caucasian,3,Low,0,0
843,42,African-American,2,Low,0,0
844,58,African-American,3,Low,0,0
847,26,African-American,4,Low,0,0
848,48,Other,1,Low,0,0
850,21,African-American,6,Medium,1,1
851,63,Caucasian,1,Low,0,0
852,22,African-American,7,Medium,1,1
853,50,African-American,2,Low,0,0
855,38,African-American,1,Low,0,0
856,41,Caucasian,4,Low,0,0
857,28,African-American,9,High,1,1
858,30,African-American,3,Low,0,0
859,23,African-American,7,Medium,0,0
863,40,Caucasian,1,Low,0,0
864,24,Hispanic,4,Low,0,0
869,44,Caucasian,6,Medium,0,0
870,35,African-American,1,Low,1,1
871,42,Caucasian,1,Low,0,0
872,38,African-American,5,Medium,0,0
874,26,Hispanic,6,Medium,0,0
875,25,African-American,3,Low,0,0
880,64,Hispanic,1,Low,0,0
886,46,Caucasian,1,Low,0,0
887,30,African-American,6,Medium,1,1
888,22,Caucasian,4,Low,0,0
889,23,Caucasian,6,Medium,0,0
893,31,Hispanic,2,Low,0,0
895,31,Other,2,Low,0,0
899,25,African-American,4,Low,1,0
900,21,Caucasian,5,Medium,0,0
901,27,African-American,3,Low,0,0
905,32,Hispanic,1,Low,0,0
906,24,Caucasian,5,Medium,0,0
909,20,African-American,6,Medium,0,0
914,27,African-American,8,High,1,1
916,40,African-American,1,Low,0,0
917,22,African-American,8,High,1,1
918,38,African-American,1,Low,0,0
921,30,African-American,4,Low,0,0
922,27,Caucasian,4,Low,1,1
924,59,Caucasian,1,Low,0,0
925,37,Caucasian,1,Low,0,0
927,38,Caucasian,1,Low,0,0
934,25,African-American,4,Low,1,1
935,51,Caucasian,1,Low,0,0
944,28,African-American,2,Low,0,0
947,23,Caucasian,9,High,0,0
948,22,African-American,6,Medium,0,0
951,31,African-American,1,Low,0,0
953,29,African-American,1,Low,0,0
958,31,Hispanic,2,Low,0,0
962,27,Caucasian,7,Medium,0,0
963,25,Caucasian,3,Low,0,0
965,38,African-American,1,Low,0,0
969,22,Other,7,Medium,0,0
971,58,African-American,1,Low,1,1
975,21,African-American,5,Medium,0,0
977,22,African-American,6,Medium,0,0
978,30,African-American,2,Low,0,0
988,31,African-American,2,Low,0,0
990,45,Caucasian,4,Low,0,0
998,27,African-American,3,Low,1,1
999,38,Caucasian,1,Low,1,1
1001,47,African-American,5,Medium,0,0
1002,22,African-American,7,Medium,0,0
1003,35,African-American,3,Low,1,1
1005,65,African-American,1,Low,1,1
1006,35,African-American,3,Low,0,0
1007,33,African-American,2,Low,0,0
1008,53,Caucasian,1,Low,0,0
1009,52,Hispanic,1,Low,0,0
1014,21,African-American,7,Medium,0,0
1015,37,African-American,2,Low,0,0
1016,30,Other,8,High,1,1
1020,54,Other,1,Low,0,0
1022,31,African-American,1,Low,0,0
1023,59,Caucasian,1,Low,0,0
1024,27,African-American,2,Low,0,0
1025,36,African-American,2,Low,1,1
1027,22,African-American,8,High,0,0
1030,28,Caucasian,2,Low,0,0
1034,23,African-American,9,High,1,1
1036,27,African-American,3,Low,0,0
1037,21,Asian,6,Medium,1,1
1043,31,African-American,4,Low,0,0
1044,36,African-American,2,Low,0,0
1049,53,Caucasian,1,Low,0,0
1058,28,African-American,2,Low,0,0
1059,24,African-American,4,Low,0,0
1060,44,African-American,1,Low,0,0
1061,46,African-American,1,Low,0,0
1062,37,African-American,5,Medium,0,0
1065,27,African-American,7,Medium,1,1
1066,40,Caucasian,1,Low,0,0
1069,53,Caucasian,1,Low,0,0
1072,28,African-American,3,Low,0,0
1073,23,Hispanic,5,Medium,0,0
1076,46,Caucasian,1,Low,0,0
1084,45,African-American,1,Low,0,0
1086,22,African-American,7,Medium,0,0
1087,26,Caucasian,3,Low,1,1
1088,62,Caucasian,1,Low,0,0
1092,24,Hispanic,5,Medium,0,0
1093,21,Caucasian,5,Medium,0,0
1094,25,Caucasian,3,Low,1,1
1096,68,Caucasian,1,Low,0,0
1099,21,Caucasian,6,Medium,0,0
1101,37,Hispanic,1,Low,0,0
1103,22,African-American,5,Medium,0,0
1106,42,Caucasian,1,Low,0,0
1111,48,African-American,1,Low,0,0
1119,23,African-American,8,High,1,1
1120,24,African-American,7,Medium,0,0
1121,29,African-American,3,Low,0,0
1122,24,African-American,4,Low,0,0
1123,50,African-American,6,Medium,0,0
1127,23,African-American,4,Low,0,0
1128,22,Caucasian,6,Medium,0,0
1129,36,Other,1,Low,0,0
1132,53,Caucasian,1,Low,0,0
1138,25,African-American,5,Medium,0,0
1140,71,African-American,2,Low,0,0
1141,39,African-American,3,Low,0,0
1142,37,African-American,3,Low,0,0
1144,29,African-American,4,Low,0,0
1152,23,Other,10,High,0,0
1156,23,African-American,3,Low,0,0
1157,27,Native American,4,Low,0,0
1159,53,African-American,1,Low,0,0
1160,23,African-American,7,Medium,0,0
1163,25,African-American,5,Medium,0,0
1165,23,Other,6,Medium,0,0
1166,27,African-American,7,Medium,1,1
1169,29,African-American,3,Low,0,0
1171,28,Hispanic,2,Low,0,0
1172,31,African-American,1,Low,0,0
1176,25,Caucasian,3,Low,0,0
1177,47,Caucasian,1,Low,0,0
1179,37,African-American,1,Low,0,0
1181,35,African-American,3,Low,0,0
1187,21,Caucasian,8,High,1,1
1192,57,African-American,5,Medium,0,0
1193,48,Caucasian,4,Low,0,0
1194,36,Other,1,Low,0,0
1195,37,African-American,4,Low,0,0
1196,31,Caucasian,2,Low,0,0
1198,31,Caucasian,2,Low,0,0
1202,32,African-American,10,High,1,1
1204,23,Other,5,Medium,0,0
1205,63,African-American,1,Low,0,0
1206,30,Other,2,Low,0,0
1209,20,Caucasian,7,Medium,0,0
1212,24,African-American,4,Low,1,1
1213,36,African-American,2,Low,0,0
1215,83,Hispanic,1,Low,0,0
1216,28,Caucasian,6,Medium,0,0
1219,33,African-American,2,Low,0,0
1220,39,African-American,2,Low,0,0
1221,29,Other,5,Medium,0,0
1229,35,African-American,2,Low,0,0
1230,24,African-American,3,Low,0,0
1233,26,Caucasian,4,Low,0,0
1235,28,African-American,8,High,1,1
1237,32,African-American,2,Low,0,0
1238,32,Caucasian,1,Low,1,1
1240,29,African-American,7,Medium,0,0
1243,43,Caucasian,1,Low,0,0
1244,47,Caucasian,5,Medium,0,0
1247,23,African-American,3,Low,0,0
1248,39,Caucasian,2,Low,0,0
1252,33,Other,2,Low,0,0
1253,21,Other,7,Medium,1,1
1254,43,African-American,4,Low,0,0
1255,25,African-American,9,High,1,1
1256,48,African-American,9,High,1,1
1257,22,African-American,9,High,1,1
1258,52,African-American,2,Low,1,1
1259,26,Caucasian,3,Low,1,1
1261,34,African-American,2,Low,0,0
1262,56,Caucasian,1,Low,0,0
1269,29,African-American,5,Medium,0,0
1272,37,African-American,2,Low,1,1
1274,43,Other,2,Low,0,0
1275,51,Caucasian,1,Low,0,0
1282,21,African-American,7,Medium,0,0
1290,26,African-American,9,High,1,1
1292,48,Caucasian,1,Low,0,0
1295,26,Caucasian,3,Low,0,0
1296,46,Caucasian,1,Low,0,0
1298,24,African-American,7,Medium,0,0
1300,21,Caucasian,7,Medium,0,0
1305,36,African-American,2,Low,0,0
1306,30,African-American,3,Low,1,1
1310,22,Caucasian,7,Medium,0,0
1313,25,African-American,8,High,1,1
1315,24,African-American,5,Medium,0,0
1318,39,African-American,6,Medium,1,1
1320,46,Other,1,Low,0,0
1323,30,African-American,3,Low,0,0
1324,40,Caucasian,1,Low,0,0
1325,52,African-American,1,Low,0,0
1326,23,African-American,10,High,0,0
1328,26,African-American,2,Low,0,0
1330,42,Caucasian,2,Low,0,0
1334,28,African-American,2,Low,0,0
1336,50,Caucasian,1,Low,0,0
1342,32,African-American,2,Low,0,0
1344,51,African-American,1,Low,0,0
1346,32,African-American,2,Low,0,0
1348,29,African-American,4,Low,0,0
1349,43,Hispanic,1,Low,0,0
1351,26,African-American,7,Medium,1,1
1354,27,Hispanic,2,Low,0,0
1356,57,Hispanic,1,Low,0,0
1360,32,African-American,2,Low,1,1
1366,42,Caucasian,1,Low,0,0
1369,28,Caucasian,3,Low,0,0
1370,53,Caucasian,1,Low,0,0
1372,24,Caucasian,3,Low,0,0
1375,28,Hispanic,2,Low,0,0
1376,28,Hispanic,4,Low,0,0
1382,25,African-American,4,Low,0,0
1384,52,Caucasian,3,Low,0,0
1385,28,African-American,3,Low,1,1
1395,21,African-American,6,Medium,1,1
1396,32,African-American,10,High,1,1
1397,63,African-American,1,Low,0,0
1399,29,Caucasian,3,Low,0,0
1402,46,African-American,1,Low,0,0
1410,27,African-American,3,Low,0,0
1411,69,Hispanic,1,Low,0,0
1412,47,Hispanic,1,Low,0,0
1418,45,Hispanic,3,Low,0,0
1419,33,Caucasian,1,Low,0,0
1427,32,African-American,6,Medium,1,1
1428,24,African-American,5,Medium,0,0
1430,47,Hispanic,1,Low,0,0
1431,25,Caucasian,3,Low,0,0
1433,21,African-American,7,Medium,0,0
1436,22,African-American,5,Medium,1,1
1438,26,Caucasian,6,Medium,0,0
1439,20,Caucasian,6,Medium,0,0
1445,33,African-American,9,High,1,1
1446,35,Caucasian,2,Low,0,0
1447,41,Caucasian,1,Low,0,0
1448,23,Caucasian,5,Medium,0,0
1455,54,African-American,1,Low,0,0
1458,22,Caucasian,5,Medium,0,0
1462,30,Hispanic,2,Low,0,0
1470,54,African-American,4,Low,1,1
1471,22,Caucasian,6,Medium,1,1
1473,26,African-American,3,Low,1,1
1474,20,African-American,6,Medium,0,0
1481,29,African-American,2,Low,0,0
1482,23,African-American,5,Medium,0,0
1483,35,African-American,1,Low,0,0
1485,21,African-American,6,Medium,1,1
1486,25,Hispanic,6,Medium,0,0
1491,30,African-American,4,Low,0,0
1496,23,African-American,6,Medium,1,1
1497,32,Caucasian,4,Low,0,0
1501,42,Caucasian,1,Low,0,0
1508,22,African-American,4,Low,0,0
1509,45,Hispanic,2,Low,0,0
1511,29,African-American,3,Low,0,0
1513,30,African-American,3,Low,1,1
1515,51,African-American,1,Low,0,0
1520,24,Caucasian,5,Medium,0,0
1522,23,African-American,6,Medium,0,0
1526,36,African-American,2,Low,0,0
1530,69,Hispanic,1,Low,0,0
1532,59,Hispanic,1,Low,0,0
1533,39,African-American,1,Low,0,0
1534,29,African-American,3,Low,0,0
1538,44,Caucasian,1,Low,0,0
1540,25,African-American,6,Medium,0,0
1541,31,African-American,10,High,0,0
1542,35,African-American,2,Low,1,1
1545,33,African-American,4,Low,0,0
1550,60,Caucasian,1,Low,0,0
1551,53,Hispanic,1,Low,0,0
1557,54,African-American,1,Low,0,0
1559,24,Caucasian,5,Medium,0,0
1562,26,Hispanic,3,Low,0,0
1563,75,African-American,1,Low,0,0
1571,46,Caucasian,1,Low,0,0
1572,27,African-American,5,Medium,0,0
1577,59,African-American,1,Low,0,0
1578,39,Caucasian,1,Low,0,0
1581,46,Caucasian,1,Low,0,0
1584,25,Other,3,Low,0,0
1587,55,Caucasian,1,Low,0,0
1590,43,African-American,1,Low,1,1
1591,53,Caucasian,1,Low,0,0
1594,21,African-American,6,Medium,0,0
1597,40,African-American,1,Low,0,0
1599,37,Caucasian,1,Low,0,0
1602,32,African-American,2,Low,0,0
1605,22,Hispanic,5,Medium,0,0
1606,31,African-American,5,Medium,0,0
1611,47,African-American,2,Low,0,0
1613,36,African-American,1,Low,0,0
1615,38,Caucasian,1,Low,0,0
1618,35,Other,1,Low,0,0
1620,53,Caucasian,1,Low,0,0
1622,53,African-American,1,Low,0,0
1623,57,African-American,4,Low,0,0
1625,21,African-American,9,High,1,1
1629,27,African-American,4,Low,0,0
1630,49,Caucasian,1,Low,0,0
1631,47,Caucasian,1,Low,1,1
1634,44,Caucasian,1,Low,0,0
1637,34,African-American,1,Low,0,0
1639,38,Hispanic,5,Medium,0,0
1640,50,Caucasian,1,Low,0,0
1642,29,Caucasian,4,Low,0,0
1643,26,Caucasian,4,Low,0,0
1646,47,Hispanic,1,Low,0,0
1648,49,Caucasian,1,Low,0,0
1651,49,African-American,1,Low,1,1
1652,59,Caucasian,1,Low,0,0
1653,32,Caucasian,4,Low,0,0
1655,24,African-American,4,Low,1,1
1656,40,Hispanic,1,Low,0,0
1657,32,African-American,2,Low,0,0
1658,54,Hispanic,1,Low,0,0
1660,27,African-American,5,Medium,1,1
1664,25,Caucasian,4,Low,0,0
1668,37,African-American,9,High,0,0
1670,23,African-American,6,Medium,1,1
1672,20,African-American,7,Medium,0,0
1680,50,Caucasian,5,Medium,0,0
1681,50,African-American,1,Low,0,0
1682,40,Caucasian,1,Low,0,0
1684,24,Caucasian,5,Medium,0,0
1686,23,African-American,3,Low,1,1
1691,25,Caucasian,7,Medium,0,0
1692,46,Caucasian,1,Low,0,0
1697,25,Other,3,Low,0,0
1698,22,Caucasian,4,Low,0,0
1699,32,Caucasian,1,Low,0,0
1706,33,African-American,6,Medium,1,1
1707,24,African-American,3,Low,0,0
1710,37,Caucasian,1,Low,0,0
1711,40,Caucasian,1,Low,0,0
1715,43,African-American,2,Low,1,1
1718,25,African-American,8,High,1,1
1727,52,African-American,1,Low,0,0
1730,47,African-American,1,Low,0,0
1733,52,Caucasian,2,Low,0,0
1735,37,Caucasian,2,Low,0,0
1736,24,African-American,5,Medium,0,0
1737,34,African-American,8,High,0,0
1749,62,Caucasian,1,Low,0,0
1752,60,Caucasian,3,Low,0,0
1754,35,Caucasian,1,Low,0,0
1755,24,African-American,5,Medium,0,0
1757,30,Caucasian,2,Low,0,0
1764,28,Caucasian,3,Low,0,0
1768,56,African-American,1,Low,0,0
1774,23,Caucasian,4,Low,0,0
1780,35,African-American,2,Low,0,0
1781,33,Caucasian,3,Low,0,0
1783,21,Hispanic,6,Medium,0,0
1786,41,African-American,5,Medium,0,0
1787,24,African-American,7,Medium,0,0
1792,25,Native American,6,Medium,1,0
1794,49,African-American,1,Low,0,0
1795,22,Hispanic,6,Medium,0,0
1797,27,African-American,6,Medium,1,1
1800,50,African-American,2,Low,0,0
1801,23,African-American,3,Low,0,0
1803,34,Caucasian,2,Low,0,0
1809,25,Other,6,Medium,1,1
1810,30,Hispanic,1,Low,0,0
1815,42,Native American,1,Low,0,0
1819,24,Other,5,Medium,0,0
1820,52,African-American,2,Low,0,0
1821,26,Caucasian,3,Low,0,0
1823,38,Hispanic,1,Low,0,0
1829,30,Caucasian,2,Low,0,0
1830,20,African-American,10,High,1,1
1833,24,Asian,4,Low,0,0
1834,31,Caucasian,5,Medium,0,0
1841,37,Caucasian,2,Low,0,0
1845,33,African-American,2,Low,0,0
1847,42,African-American,1,Low,0,0
1850,32,African-American,7,Medium,1,1
1852,28,African-American,6,Medium,1,1
1853,38,Caucasian,2,Low,0,0
1854,38,African-American,1,Low,0,0
1859,34,African-American,2,Low,1,0
1864,38,African-American,2,Low,0,0
1865,36,Caucasian,1,Low,0,0
1866,32,Hispanic,2,Low,0,0
1868,23,African-American,8,High,0,0
1869,47,Caucasian,1,Low,0,0
1870,20,African-American,6,Medium,0,0
1872,35,African-American,1,Low,0,0
1874,28,Caucasian,4,Low,0,0
1879,22,African-American,9,High,0,0
1880,20,Other,8,High,1,1
1883,40,Hispanic,1,Low,0,0
1884,27,Other,4,Low,0,0
1886,60,African-American,1,Low,0,0
1888,33,African-American,4,Low,0,0
1893,24,Caucasian,4,Low,0,0
1895,29,African-American,9,High,1,1
1899,32,Hispanic,1,Low,0,0
1904,32,African-American,3,Low,0,0
1905,27,Other,2,Low,0,0
1906,30,Caucasian,3,Low,0,0
1909,57,Caucasian,2,Low,0,0
1913,21,African-American,6,Medium,0,0
1914,22,African-American,7,Medium,0,0
1917,58,Caucasian,2,Low,0,0
1924,20,African-American,10,High,1,1
1925,40,Other,1,Low,0,0
1926,45,Caucasian,2,Low,0,0
1928,23,Hispanic,8,High,0,0
1930,53,Caucasian,1,Low,0,0
1931,44,Caucasian,1,Low,0,0
1938,44,Caucasian,2,Low,0,0
1941,28,African-American,2,Low,0,0
1942,28,Caucasian,2,Low,0,0
1945,28,African-American,3,Low,0,0
1948,53,Caucasian,1,Low,0,0
1949,47,Hispanic,3,Low,0,0
1951,20,African-American,5,Medium,0,0
1952,21,African-American,6,Medium,0,0
1955,60,Hispanic,1,Low,0,0
1957,30,Caucasian,2,Low,0,0
1965,26,African-American,6,Medium,1,1
1966,21,Hispanic,5,Medium,0,0
1967,39,African-American,1,Low,0,0
1968,30,Other,2,Low,0,0
1971,44,African-American,2,Low,0,0
1972,45,Caucasian,2,Low,0,0
1974,30,African-American,2,Low,0,0
1975,38,Asian,1,Low,0,0
1982,46,Asian,1,Low,0,0
1983,42,African-American,1,Low,0,0
1987,54,Caucasian,1,Low,0,0
1994,29,Caucasian,7,Medium,1,1
1995,51,Caucasian,1,Low,1,1
1999,44,African-American,1,Low,0,0
2002,49,Caucasian,1,Low,0,0
2010,27,African-American,3,Low,0,0
2014,30,Caucasian,1,Low,0,0
2020,28,Hispanic,7,Medium,0,0
2021,45,Other,1,Low,0,0
2024,51,Caucasian,2,Low,0,0
2029,43,African-American,1,Low,0,0
2034,37,Caucasian,1,Low,0,0
2037,26,African-American,3,Low,0,0
